"Производитель: E[Hitachi];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.2];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.49];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.621];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[980];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[795 x 294 x 250];  (Внутренний блок) Упаковка (Ш x Г x В): S[827 x 316 x 356];  (Внутренний блок) Масса (нетто / брутто): S[11/13];  (Внутренний блок) Уровень шума мин. / макс.: S[22/28/34/41];  (Наружный блок) Марка компрессора: S[Hitachi / Highly];  (Наружный блок) Размеры (Ш x Г x В): S[792 x 600 x 299];  (Наружный блок) Упаковка (Ш x Г x В): S[924 x 650 x 400];  (Наружный блок) Масса (нетто / брутто): S[37 / 40];  (Наружный блок) Максимальный уровень шума: N[47];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -20 до +24];  (Допустимая темп. наружного воздуха) Обогрев: S[от -10 до +43]"
"Производитель: E[Hitachi];  Тип: S[Мульти сплит система];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[5.3];  (Сплит система) Теплопроизводительность: N[6.8];  (Сплит система) Площадь помещения: N[53];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.29];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[1.61];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50-60/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[2050];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[Hitachi];  (Наружный блок) Размеры (Ш x Г x В): S[850 x 800 x 298];  (Наружный блок) Упаковка (Ш x Г x В): S[1008 x 848 x 404];  (Наружный блок) Масса (нетто / брутто): S[54 / 62];  (Наружный блок) Максимальный уровень шума: N[50];  (Соединительные трубы) Жидкостная линия : N[1/4];  (Соединительные трубы) Газовая линия : N[3/8];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +24];  (Допустимая темп. наружного воздуха) Обогрев: S[от -10 до +46]"
"Производитель: E[Hitachi];  Тип: S[Мульти сплит система];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[6.8];  (Сплит система) Теплопроизводительность: N[8.5];  (Сплит система) Площадь помещения: N[68];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.83];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[2.12];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50-60/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[2050];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[Hitachi];  (Наружный блок) Размеры (Ш x Г x В): S[850 x 800 x 298];  (Наружный блок) Упаковка (Ш x Г x В): S[1008 x 848 x 404];  (Наружный блок) Масса (нетто / брутто): S[58 / 62];  (Наружный блок) Максимальный уровень шума: N[50];  (Соединительные трубы) Жидкостная линия : N[1/4];  (Соединительные трубы) Газовая линия : N[3/8];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +24];  (Допустимая темп. наружного воздуха) Обогрев: S[от -10 до +46]"
"Производитель: E[Hitachi];  Тип: S[Мульти сплит система];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[7];  (Сплит система) Теплопроизводительность: N[8.5];  (Сплит система) Площадь помещения: N[70];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[1.89];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[2.02];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50-60/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[2050];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[Hitachi];  (Наружный блок) Размеры (Ш x Г x В): S[850 x 800 x 298];  (Наружный блок) Упаковка (Ш x Г x В): S[1008 x 848 x 404];  (Наружный блок) Масса (нетто / брутто): S[58 / 63];  (Наружный блок) Максимальный уровень шума: N[50];  (Соединительные трубы) Жидкостная линия : N[1/4];  (Соединительные трубы) Газовая линия : N[3/8];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +24];  (Допустимая темп. наружного воздуха) Обогрев: S[от -10 до +46]"
"Производитель: E[Hitachi];  Тип: S[Мульти сплит система];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[8.5];  (Сплит система) Теплопроизводительность: N[10];  (Сплит система) Площадь помещения: N[85];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[2.5];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[2.56];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50-60/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[2400];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[];  (Внутренний блок) Упаковка (Ш x Г x В): S[];  (Внутренний блок) Масса (нетто / брутто): S[];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[Hitachi];  (Наружный блок) Размеры (Ш x Г x В): S[950 x 800 x 370];  (Наружный блок) Упаковка (Ш x Г x В): S[1072 x 868 x 508];  (Наружный блок) Масса (нетто / брутто): S[71 / 80];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[1/4];  (Соединительные трубы) Газовая линия : N[3/8];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[20];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +24];  (Допустимая темп. наружного воздуха) Обогрев: S[от -10 до +46]"
"Производитель: E[Hitachi];  Тип: S[Канальные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[1.8];  (Сплит система) Теплопроизводительность: N[2.5];  (Сплит система) Площадь помещения: N[18];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.18];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.18];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[750 x 235 x 400];  (Внутренний блок) Упаковка (Ш x Г x В): S[806 x 306 x 594];  (Внутренний блок) Масса (нетто / брутто): S[16/18];  (Внутренний блок) Уровень шума мин. / макс.: S[27.5/30.5/34/38.5];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Канальные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.5];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.18];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.18];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[750 x 235 x 400];  (Внутренний блок) Упаковка (Ш x Г x В): S[806 x 306 x 594];  (Внутренний блок) Масса (нетто / брутто): S[16/18];  (Внутренний блок) Уровень шума мин. / макс.: S[27.5/30.5/34/38.5];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Канальные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[3.5];  (Сплит система) Теплопроизводительность: N[4.8];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.18];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.18];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[750 x 235 x 400];  (Внутренний блок) Упаковка (Ш x Г x В): S[806 x 306 x 594];  (Внутренний блок) Масса (нетто / брутто): S[16/18];  (Внутренний блок) Уровень шума мин. / макс.: S[27.5/30.5/34/38.5];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Канальные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[5];  (Сплит система) Теплопроизводительность: N[6];  (Сплит система) Площадь помещения: N[50];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.18];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.18];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[900 x 270 x 720];  (Внутренний блок) Упаковка (Ш x Г x В): S[1110 x 280 x 850];  (Внутренний блок) Масса (нетто / брутто): S[35/39];  (Внутренний блок) Уровень шума мин. / макс.: S[29/32/35/39];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Канальные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[6];  (Сплит система) Теплопроизводительность: N[7];  (Сплит система) Площадь помещения: N[60];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.18];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.18];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[900 x 270 x 720];  (Внутренний блок) Упаковка (Ш x Г x В): S[1110 x 280 x 850];  (Внутренний блок) Масса (нетто / брутто): S[35/39];  (Внутренний блок) Уровень шума мин. / макс.: S[29/32/35/39];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.5];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.04];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.04];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 285 x 570];  (Внутренний блок) Упаковка (Ш x Г x В): S[690 x 312 x 602];  (Внутренний блок) Масса (нетто / брутто): S[17/21];  (Внутренний блок) Уровень шума мин. / макс.: S[27/31/35/38];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[3.5];  (Сплит система) Теплопроизводительность: N[4.8];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.04];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.04];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 285 x 570];  (Внутренний блок) Упаковка (Ш x Г x В): S[690 x 312 x 602];  (Внутренний блок) Масса (нетто / брутто): S[17/21];  (Внутренний блок) Уровень шума мин. / макс.: S[27/33/37/40];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[5];  (Сплит система) Теплопроизводительность: N[6];  (Сплит система) Площадь помещения: N[50];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.04];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.04];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 285 x 570];  (Внутренний блок) Упаковка (Ш x Г x В): S[690 x 312 x 602];  (Внутренний блок) Масса (нетто / брутто): S[17/21];  (Внутренний блок) Уровень шума мин. / макс.: S[29/35/39/43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Кассетные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[6];  (Сплит система) Теплопроизводительность: N[7];  (Сплит система) Площадь помещения: N[60];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.04];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.04];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[570 x 285 x 570];  (Внутренний блок) Упаковка (Ш x Г x В): S[690 x 312 x 602];  (Внутренний блок) Масса (нетто / брутто): S[17/21];  (Внутренний блок) Уровень шума мин. / макс.: S[29/35/39/43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.4];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[750 x 590 x 215];  (Внутренний блок) Упаковка (Ш x Г x В): S[800 x 646 x 286];  (Внутренний блок) Масса (нетто / брутто): S[15/17];  (Внутренний блок) Уровень шума мин. / макс.: S[20/26/31/38];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[3.5];  (Сплит система) Теплопроизводительность: N[4.5];  (Сплит система) Площадь помещения: N[35];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[750 x 590 x 215];  (Внутренний блок) Упаковка (Ш x Г x В): S[800 x 646 x 286];  (Внутренний блок) Масса (нетто / брутто): S[15/17];  (Внутренний блок) Уровень шума мин. / макс.: S[20/26/31/39];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Напольно-потолочные];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[5];  (Сплит система) Теплопроизводительность: N[6];  (Сплит система) Площадь помещения: N[50];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[750 x 590 x 215];  (Внутренний блок) Упаковка (Ш x Г x В): S[800 x 646 x 286];  (Внутренний блок) Масса (нетто / брутто): S[15/17];  (Внутренний блок) Уровень шума мин. / макс.: S[22/29/36/43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[1.8];  (Сплит система) Теплопроизводительность: N[2.5];  (Сплит система) Площадь помещения: N[18];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[900 x 295 x 210];  (Внутренний блок) Упаковка (Ш x Г x В): S[954 x 290 x 360];  (Внутренний блок) Масса (нетто / брутто): S[11/13.5];  (Внутренний блок) Уровень шума мин. / макс.: S[20/24/30/34];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
"Производитель: E[Hitachi];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[да];  (Сплит система) Холодопроизводительность: N[2.5];  (Сплит система) Теплопроизводительность: N[3.2];  (Сплит система) Площадь помещения: N[25];  (Рабочий ток) Охлаждение: S[];  (Потребляемая мощность) Охлаждение: N[0.02];  (Рабочий ток) Обогрев: S[];  (Потребляемая мощность) Обогрев: S[0.02];  (Рабочий ток) Напряжение / Частота источника питания: S[230/50/1];  (Рабочий ток) Хладагент: S[R32];  (Рабочий ток) Количество хладагента: N[];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[900 x 295 x 210];  (Внутренний блок) Упаковка (Ш x Г x В): S[954 x 290 x 360];  (Внутренний блок) Масса (нетто / брутто): S[11/13.5];  (Внутренний блок) Уровень шума мин. / макс.: S[20/27/35/43];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[];  (Наружный блок) Упаковка (Ш x Г x В): S[];  (Наружный блок) Масса (нетто / брутто): S[];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[];  (Допустимая темп. наружного воздуха) Охлаждение: S[];  (Допустимая темп. наружного воздуха) Обогрев: S[]"
