"Производитель: E[Hitachi];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[];  (Сплит система) Холодопроизводительность: N[];  (Сплит система) Теплопроизводительность: N[];  (Сплит система) Площадь помещения: N[];  (Рабочий ток) Охлаждение: S[2.37];  (Потребляемая мощность) Охлаждение: N[0.545];  (Рабочий ток) Обогрев: S[3.04];  (Потребляемая мощность) Обогрев: S[0.7];  (Рабочий ток) Напряжение / Частота источника питания: S[];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1.08];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[900 x 295 x 210];  (Внутренний блок) Упаковка (Ш x Г x В): S[954 x 290 x 360];  (Внутренний блок) Масса (нетто / брутто): S[11/13.5];  (Внутренний блок) Уровень шума мин. / макс.: S[];  (Наружный блок) Марка компрессора: S[];  (Наружный блок) Размеры (Ш x Г x В): S[750 x 548 x 288];  (Наружный блок) Упаковка (Ш x Г x В): S[871 x 591 x 377];  (Наружный блок) Масса (нетто / брутто): S[34 / 37.5];  (Наружный блок) Максимальный уровень шума: N[];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.52];  (Соединительные трубы) Максимальная длина трубопровода: N[];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от -15 до +21];  (Допустимая темп. наружного воздуха) Обогрев: S[от -10 до +43]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[7.25];  (Сплит система) Теплопроизводительность: N[7.6];  (Сплит система) Площадь помещения: N[73];  (Рабочий ток) Охлаждение: S[10.64];  (Потребляемая мощность) Охлаждение: N[2.251];  (Рабочий ток) Обогрев: S[9.84];  (Потребляемая мощность) Обогрев: S[2.088];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1350];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1132 x 332 x 229];  (Внутренний блок) Упаковка (Ш x Г x В): S[1202 x 302 x 402];  (Внутренний блок) Масса (нетто / брутто): S[14 / 17];  (Внутренний блок) Уровень шума мин. / макс.: S[30/33/36/41/44];  (Наружный блок) Марка компрессора: S[HIGHLY];  (Наружный блок) Размеры (Ш x Г x В): S[920 x 699 x 380];  (Наружный блок) Упаковка (Ш x Г x В): S[960 x 732 x 400];  (Наружный блок) Масса (нетто / брутто): S[48.5 / 52];  (Наружный блок) Максимальный уровень шума: N[56];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[15.88];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +18 до +52];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[10.4];  (Сплит система) Теплопроизводительность: N[10.6];  (Сплит система) Площадь помещения: N[104];  (Рабочий ток) Охлаждение: S[15.01];  (Потребляемая мощность) Охлаждение: N[3.23];  (Рабочий ток) Обогрев: S[13.55];  (Потребляемая мощность) Обогрев: S[2.928];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[2450];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1277 x 360 x 271];  (Внутренний блок) Упаковка (Ш x Г x В): S[1332 x 350 x 437];  (Внутренний блок) Масса (нетто / брутто): S[21.5 / 25];  (Внутренний блок) Уровень шума мин. / макс.: S[36/38/41/44/46];  (Наружный блок) Марка компрессора: S[HIGHLY];  (Наружный блок) Размеры (Ш x Г x В): S[953 x 808 x 433];  (Наружный блок) Упаковка (Ш x Г x В): S[1020 x 837 x 475];  (Наружный блок) Масса (нетто / брутто): S[64.5 / 69];  (Наружный блок) Максимальный уровень шума: N[56];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[15.88];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +18 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[2.16];  (Сплит система) Теплопроизводительность: N[2.2];  (Сплит система) Площадь помещения: N[22];  (Рабочий ток) Охлаждение: S[3.04];  (Потребляемая мощность) Охлаждение: N[0.671];  (Рабочий ток) Обогрев: S[2.75];  (Потребляемая мощность) Обогрев: S[0.604];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[430];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[792 x 292 x 201];  (Внутренний блок) Упаковка (Ш x Г x В): S[880 x 290 x 370];  (Внутренний блок) Масса (нетто / брутто): S[8.5 / 10];  (Внутренний блок) Уровень шума мин. / макс.: S[21.5/25/29/31.5];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[665 x 420 x 280];  (Наружный блок) Упаковка (Ш x Г x В): S[760 x 475 x 344];  (Наружный блок) Масса (нетто / брутто): S[20 / 22];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +49];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +30]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[2.71];  (Сплит система) Теплопроизводительность: N[2.75];  (Сплит система) Площадь помещения: N[27];  (Рабочий ток) Охлаждение: S[3.91];  (Потребляемая мощность) Охлаждение: N[0.842];  (Рабочий ток) Обогрев: S[3.44];  (Потребляемая мощность) Обогрев: S[0.758];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[455];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[792 x 292 x 201];  (Внутренний блок) Упаковка (Ш x Г x В): S[880 x 290 x 370];  (Внутренний блок) Масса (нетто / брутто): S[8.5 / 10];  (Внутренний блок) Уровень шума мин. / макс.: S[22/26/30/32];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[665 x 420 x 280];  (Наружный блок) Упаковка (Ш x Г x В): S[760 x 475 x 344];  (Наружный блок) Масса (нетто / брутто): S[20 / 22];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +49];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +30]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[3.65];  (Сплит система) Теплопроизводительность: N[3.65];  (Сплит система) Площадь помещения: N[37];  (Рабочий ток) Охлаждение: S[5.14];  (Потребляемая мощность) Охлаждение: N[0.113];  (Рабочий ток) Обогрев: S[4.76];  (Потребляемая мощность) Обогрев: S[1.019];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[510];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[777 x 250 x 201];  (Внутренний блок) Упаковка (Ш x Г x В): S[880 x 290 x 370];  (Внутренний блок) Масса (нетто / брутто): S[8.5 / 10];  (Внутренний блок) Уровень шума мин. / макс.: S[24/28/31/34];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[710 x 500 x 265];  (Наружный блок) Упаковка (Ш x Г x В): S[780 x 570 x 345];  (Наружный блок) Масса (нетто / брутто): S[24.5 / 27];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +49];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +30]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[5.35];  (Сплит система) Теплопроизводительность: N[5.5];  (Сплит система) Площадь помещения: N[54];  (Рабочий ток) Охлаждение: S[7.43];  (Потребляемая мощность) Охлаждение: N[0.1636];  (Рабочий ток) Обогрев: S[7.19];  (Потребляемая мощность) Обогрев: S[1.519];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[980];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[940 x 316 x 224];  (Внутренний блок) Упаковка (Ш x Г x В): S[1010 x 310 x 385];  (Внутренний блок) Масса (нетто / брутто): S[12 / 14];  (Внутренний блок) Уровень шума мин. / макс.: S[27/30/32/36];  (Наружный блок) Марка компрессора: S[HIGHLY];  (Наружный блок) Размеры (Ш x Г x В): S[795 x 525 x 290];  (Наружный блок) Упаковка (Ш x Г x В): S[907 x 600 x 382];  (Наружный блок) Масса (нетто / брутто): S[40 / 43];  (Наружный блок) Максимальный уровень шума: N[54];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +49];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +30]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[2.35];  (Сплит система) Теплопроизводительность: N[2.45];  (Сплит система) Площадь помещения: N[24];  (Рабочий ток) Охлаждение: S[2.95];  (Потребляемая мощность) Охлаждение: N[0.729];  (Рабочий ток) Обогрев: S[2.85];  (Потребляемая мощность) Обогрев: S[0.673];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/3];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[600];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[792 x 292 x 201];  (Внутренний блок) Упаковка (Ш x Г x В): S[880 x 370 x 290];  (Внутренний блок) Масса (нетто / брутто): S[7.5 / 9];  (Внутренний блок) Уровень шума мин. / макс.: S[22/26/30/32];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[665 x 420 x 280];  (Наружный блок) Упаковка (Ш x Г x В): S[760 x 480 x 345];  (Наружный блок) Масса (нетто / брутто): S[23.5 / 25.5];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +48];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +32]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[2.71];  (Сплит система) Теплопроизводительность: N[2.72];  (Сплит система) Площадь помещения: N[27];  (Рабочий ток) Охлаждение: S[3.3];  (Потребляемая мощность) Охлаждение: N[0.844];  (Рабочий ток) Обогрев: S[3.02];  (Потребляемая мощность) Обогрев: S[0.749];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/3];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[600];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[792 x 292 x 201];  (Внутренний блок) Упаковка (Ш x Г x В): S[880 x 370 x 290];  (Внутренний блок) Масса (нетто / брутто): S[7.5 / 9];  (Внутренний блок) Уровень шума мин. / макс.: S[22/26/30/32];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[665 x 420 x 280];  (Наружный блок) Упаковка (Ш x Г x В): S[760 x 480 x 345];  (Наружный блок) Масса (нетто / брутто): S[23.5 / 25.5];  (Наружный блок) Максимальный уровень шума: N[52];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +48];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +32]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[3.67];  (Сплит система) Теплопроизводительность: N[3.7];  (Сплит система) Площадь помещения: N[37];  (Рабочий ток) Охлаждение: S[4.93];  (Потребляемая мощность) Охлаждение: N[1.143];  (Рабочий ток) Обогрев: S[4.41];  (Потребляемая мощность) Обогрев: S[1.019];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/3];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[880];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[792 x 292 x 201];  (Внутренний блок) Упаковка (Ш x Г x В): S[880 x 370 x 290];  (Внутренний блок) Масса (нетто / брутто): S[8.5 / 10];  (Внутренний блок) Уровень шума мин. / макс.: S[25/29/32/35];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[730 x 545 x 285];  (Наружный блок) Упаковка (Ш x Г x В): S[850 x 620 x 370];  (Наружный блок) Масса (нетто / брутто): S[29 / 31];  (Наружный блок) Максимальный уровень шума: N[53];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +48];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +32]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[5.4];  (Сплит система) Теплопроизводительность: N[5.51];  (Сплит система) Площадь помещения: N[54];  (Рабочий ток) Охлаждение: S[7.96];  (Потребляемая мощность) Охлаждение: N[1.656];  (Рабочий ток) Обогрев: S[6.48];  (Потребляемая мощность) Обогрев: S[1.526];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/3];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1080];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[940 x 316 x 224];  (Внутренний блок) Упаковка (Ш x Г x В): S[1010 x 385 x 307];  (Внутренний блок) Масса (нетто / брутто): S[12 / 13.5];  (Внутренний блок) Уровень шума мин. / макс.: S[27/30/32/34];  (Наружный блок) Марка компрессора: S[HIGHLY];  (Наружный блок) Размеры (Ш x Г x В): S[800 x 545 x 315];  (Наружный блок) Упаковка (Ш x Г x В): S[920 x 620 x 400];  (Наружный блок) Масса (нетто / брутто): S[36.5 / 38.5];  (Наружный блок) Максимальный уровень шума: N[55];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +16 до +48];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +32]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[2.25];  (Сплит система) Теплопроизводительность: N[2.45];  (Сплит система) Площадь помещения: N[23];  (Рабочий ток) Охлаждение: S[3.05];  (Потребляемая мощность) Охлаждение: N[0.701];  (Рабочий ток) Обогрев: S[3.01];  (Потребляемая мощность) Обогрев: S[0.678];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[630];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[715 x 285 x 194];  (Внутренний блок) Упаковка (Ш x Г x В): S[780 x 360 x 285];  (Внутренний блок) Масса (нетто / брутто): S[7.4 / 9.9];  (Внутренний блок) Уровень шума мин. / макс.: S[25.5/32.5/38.5];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[720 x 495 x 270];  (Наружный блок) Упаковка (Ш x Г x В): S[828 x 540 x 298];  (Наружный блок) Масса (нетто / брутто): S[24.6 / 26.5];  (Наружный блок) Максимальный уровень шума: N[54];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +18 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[2.85];  (Сплит система) Теплопроизводительность: N[2.92];  (Сплит система) Площадь помещения: N[29];  (Рабочий ток) Охлаждение: S[4.28];  (Потребляемая мощность) Охлаждение: N[0.888];  (Рабочий ток) Обогрев: S[3.77];  (Потребляемая мощность) Обогрев: S[0.781];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[700];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[715 x 285 x 194];  (Внутренний блок) Упаковка (Ш x Г x В): S[780 x 360 x 285];  (Внутренний блок) Масса (нетто / брутто): S[7.7 / 10.2];  (Внутренний блок) Уровень шума мин. / макс.: S[25.5/33.5/38];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[720 x 495 x 270];  (Наружный блок) Упаковка (Ш x Г x В): S[828 x 540 x 298];  (Наружный блок) Масса (нетто / брутто): S[26.4 / 28.2];  (Наружный блок) Максимальный уровень шума: N[54.5];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[9.53];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +18 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[3.57];  (Сплит система) Теплопроизводительность: N[3.47];  (Сплит система) Площадь помещения: N[36];  (Рабочий ток) Охлаждение: S[5.37];  (Потребляемая мощность) Охлаждение: N[1.112];  (Рабочий ток) Обогрев: S[4.65];  (Потребляемая мощность) Обогрев: S[0.961];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[640];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[805 x 285 x 194];  (Внутренний блок) Упаковка (Ш x Г x В): S[870 x 360 x 285];  (Внутренний блок) Масса (нетто / брутто): S[8.5 / 11];  (Внутренний блок) Уровень шума мин. / макс.: S[28.5/34.5/41.5];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[720 x 495 x 270];  (Наружный блок) Упаковка (Ш x Г x В): S[828 x 540 x 298];  (Наружный блок) Масса (нетто / брутто): S[26.9 / 28.7];  (Наружный блок) Максимальный уровень шума: N[55.5];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +18 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[5.25];  (Сплит система) Теплопроизводительность: N[5.21];  (Сплит система) Площадь помещения: N[53];  (Рабочий ток) Охлаждение: S[7.68];  (Потребляемая мощность) Охлаждение: N[1.591];  (Рабочий ток) Обогрев: S[6.97];  (Потребляемая мощность) Обогрев: S[1.443];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1180];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[957 x 302 x 213];  (Внутренний блок) Упаковка (Ш x Г x В): S[1035 x 380 x 305];  (Внутренний блок) Масса (нетто / брутто): S[10.9 / 13.3];  (Внутренний блок) Уровень шума мин. / макс.: S[31/34.5/39.5];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[765 x 555 x 303];  (Наружный блок) Упаковка (Ш x Г x В): S[887 x 610 x 337];  (Наружный блок) Масса (нетто / брутто): S[31.8 / 34.2];  (Наружный блок) Максимальный уровень шума: N[58];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[12.7];  (Соединительные трубы) Максимальная длина трубопровода: N[20];  (Соединительные трубы) Максимальный перепад высот: S[8];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +18 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[6.8];  (Сплит система) Теплопроизводительность: N[7.8];  (Сплит система) Площадь помещения: N[68];  (Рабочий ток) Охлаждение: S[9.61];  (Потребляемая мощность) Охлаждение: N[2.237];  (Рабочий ток) Обогрев: S[10.52];  (Потребляемая мощность) Обогрев: S[2.371];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/1];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[1650];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1040 x 327 x 220];  (Внутренний блок) Упаковка (Ш x Г x В): S[1120 x 310 x 405];  (Внутренний блок) Масса (нетто / брутто): S[13.2 / 16.6];  (Внутренний блок) Уровень шума мин. / макс.: S[32/44/47];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[890 x 673 x 342];  (Наружный блок) Упаковка (Ш x Г x В): S[995 x 740 x 398];  (Наружный блок) Масса (нетто / брутто): S[53 / 55.9];  (Наружный блок) Максимальный уровень шума: N[59.5];  (Соединительные трубы) Жидкостная линия : N[9.53];  (Соединительные трубы) Газовая линия : N[15.88];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[10];  (Допустимая темп. наружного воздуха) Охлаждение: S[от +18 до +43];  (Допустимая темп. наружного воздуха) Обогрев: S[от -7 до +24]"
"Производитель: E[ROYAL Clima];  Тип: S[Сплит система];  (Сплит система) Инвертор: S[нет];  (Сплит система) Холодопроизводительность: N[10.1];  (Сплит система) Теплопроизводительность: N[10.2];  (Сплит система) Площадь помещения: N[101];  (Рабочий ток) Охлаждение: S[13.67];  (Потребляемая мощность) Охлаждение: N[3.146];  (Рабочий ток) Обогрев: S[13];  (Потребляемая мощность) Обогрев: S[2.991];  (Рабочий ток) Напряжение / Частота источника питания: S[220-240/50/7];  (Рабочий ток) Хладагент: S[R410A];  (Рабочий ток) Количество хладагента: N[2890];  (Рабочий ток) Объем рециркулируемого воздуха внутреннего блока: S[];  (Внутренний блок) Размеры (Ш x Г x В): S[1082 x 330 x 233];  (Внутренний блок) Упаковка (Ш x Г x В): S[1155 x 315 x 395];  (Внутренний блок) Масса (нетто / брутто): S[15 / 17.6];  (Внутренний блок) Уровень шума мин. / макс.: S[37/41/45/50];  (Наружный блок) Марка компрессора: S[GMCC];  (Наружный блок) Размеры (Ш x Г x В): S[900 x 700 x 350];  (Наружный блок) Упаковка (Ш x Г x В): S[1020 x 770 x 430];  (Наружный блок) Масса (нетто / брутто): S[56.3 / 59.8];  (Наружный блок) Максимальный уровень шума: N[62];  (Соединительные трубы) Жидкостная линия : N[6.35];  (Соединительные трубы) Газовая линия : N[15.88];  (Соединительные трубы) Максимальная длина трубопровода: N[25];  (Соединительные трубы) Максимальный перепад высот: S[15];  (Допустимая темп. наружного воздуха) Охлаждение: S[от 0 до +45];  (Допустимая темп. наружного воздуха) Обогрев: S[от -15 до +24]"
